,game,utt_id,game_start,utt_time,intent,int_type,oids,summary,holding,old_plan,corrected plan,anno_explain,utt
30,1c977f9a4b56548f_9d4b,332,20250627-165546,20250627-165614,Command,IN_CONTEXT_AFTER_SUCCESS,['cup_0'],"['cup_0 is FilledWithLiquid,  is PickedUp,   ; ']",cup_0,"[{'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(cup_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(cup_0, countertop_0)', 'Pick_up(mug_0)', 'Place(mug_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(mug_0)', 'Place(mug_0, countertop_0)']",Put away cup 0; pick up mug_0 and  do all not attempted steps in the old plan using mug_0 instead,"oh, no not this one. maybe a mug"
31,1c977f9a4b56548f_9d4b,336,20250627-165546,20250627-165957,Command,IN_CONTEXT_AFTER_SUCCESS,"['mug_0', 'sinkbasin_0', 'cup_0', 'countertop_0']","['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Spatula, Cup, Toaster; ', 'mug_0 is Dirty,   is on top of a Sink ; ', 'sinkbasin_0  , has inside SprayBottle, PepperShaker; ']",,"[{'command': 'Place(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Pick_up(spraybottle_0)', 'Place(spraybottle_0, countertop_0)', 'Pick_up(peppershaker_0)', 'Place(peppershaker_0, countertop_0)', 'Pick_up(mug_0)', 'Place(mug_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(mug_0)', 'Place(mug_0,coffeemachine_0)']","take all objects out of the sinkbasin, then place the mug into the sinkbasin to wash and continue making coffee",clear the sink first and then wash the mug
32,cff3f445ee91e6a7_ecab,345,20250701-155041,20250701-155349,Command,IN_CONTEXT_AFTER_FINAL_FAILED,"['cabinet_0', 'potato_0']","['potato_0 is PickedUp,   ; ', 'cabinet_0  ; ']",potato_0,"[{'command': 'Place(potato_0, cabinet_0)', 'status': 'SubgoalStatus.FAILED'}]","['Open(Cabinet_0)', 'Place(potato_0,cabinet_0)']",open the cabinet and place the potato in it,open it
33,140100bb94c405d9_6347,407,20250702-101824,20250702-102138,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['tomato_0', 'knife_0', 'fridge_0', 'countertop_0']","['tomato_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top PaperTowelRoll, Bowl, Lettuce, Cup, Statue, Vase, Bowl, Lettuce, Lettuce, Statue, Statue, Fork, CreditCard, Tomato, Pot; ', 'knife_0 is PickedUp,   ; ', 'fridge_0 is Open,   is on top of a Floor , has inside Book, PepperShaker, Mug, SaltShaker, Bowl, CreditCard, Fork, Fork, Plate, Knife, SaltShaker; ']",knife_0,"[{'command': 'Go_to(tomato_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Go_to(tomato_1)'],user means to try to go to a different tomato,try another tomato
34,140100bb94c405d9_6347,413,20250702-101824,20250702-102336,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['tomato_0', 'knife_0', 'fridge_0', 'tomato_1', 'microwave_0', 'countertop_0']","['tomato_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top PaperTowelRoll, Bowl, Lettuce, Cup, Statue, Vase, Statue, Lettuce, Knife, Lettuce, Bowl, Statue, Fork, CreditCard, Tomato, Pot; ', 'knife_0  is on top of a countertop_0 ; ', 'fridge_0  is on top of a Floor , has inside Book, PepperShaker, Mug, Bowl, Fork, SaltShaker, CreditCard, Plate, Fork, Knife, SaltShaker; ', 'tomato_1  is on top of a microwave_0 ; ', 'microwave_0 is Toggled,   , has inside Spatula, Tomato, PepperShaker; ']",,"[{'command': 'Close(fridge_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Open(microwave_0)', 'Pick_up(tomato_1)']","tomato_1 is in the microwave, I will open the microwave and pick it up",get the tomato from microwave
35,a271344397d0507c_5376,576,20250703-090542,20250703-091156,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['toaster_0', 'bread_0', 'countertop_1', 'sinkbasin_0', 'knife_0', 'breadsliced_0', 'plate_0', 'countertop_0']","['knife_0  is on top of a countertop_0 ; ', 'bread_0  ; ', 'countertop_0  , has on top Bowl, Cup, Knife, Bowl, Tomato, Bread, WineBottle, WineBottle; ', 'breadsliced_0 is Cooked,   is on top of a countertop_1 and on top of a toaster_0 ; ', 'toaster_0 is Toggled,   is on top of a countertop_1 , has on top Bread; ', 'plate_0 is Dirty,   is on top of a countertop_1 , has on top Apple; ', 'sinkbasin_0  , has inside Spatula, ButterKnife, SaltShaker; ', 'countertop_1  , has on top Potato, Mug, DishSponge, CoffeeMachine, Pan, Apple, Lettuce, Toaster, Bread, Tomato, Plate, Fork, SoapBottle, SaltShaker; ']",,"[{'command': 'Place(plate_0, countertop_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(plate_1)', 'Place(plate_1,countertop_1)']",I will bring another plate to the same countertop,bring another plate
36,a271344397d0507c_5376,578,20250703-090542,20250703-091412,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['toaster_0', 'plate_1', 'bread_0', 'countertop_1', 'sinkbasin_0', 'knife_0', 'breadsliced_0', 'plate_0', 'countertop_0']","['knife_0  is on top of a countertop_0 ; ', 'bread_0  ; ', 'countertop_0  , has on top Bowl, WineBottle, Cup, Bowl, Knife, Tomato, Bread, WineBottle; ', 'breadsliced_0 is Cooked,   is on top of a countertop_1 and on top of a toaster_0 ; ', 'toaster_0 is Toggled,   is on top of a countertop_1 , has on top Bread; ', 'plate_0 is Dirty,   is on top of a countertop_1 , has on top Apple; ', 'sinkbasin_0  , has inside Spatula, ButterKnife, SaltShaker; ', 'countertop_1  , has on top Apple, Potato, DishSponge, Mug, CoffeeMachine, Pan, Plate, Lettuce, Toaster, Bread, Plate, Tomato, Fork, SoapBottle, SaltShaker; ', 'plate_1  is on top of a countertop_1 , has on top Apple; ']",,"[{'command': 'Pick_up(plate_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(plate_1, countertop_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(breadsliced_0)', 'Place(breadsliced_0,plate_1)']",the user refers to plate_1 which I just moved,place the toast in the plate
37,66fecce3c339dad8_84ba,622,20250703-093105,20250703-093735,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'peppershaker_0', 'pot_1', 'pot_0', 'apple_0', 'sinkbasin_0', 'faucet_0', 'countertop_0']","['pot_0  is on top of a countertop_0 ; ', 'sinkbasin_0  , has inside CounterTop; ', 'countertop_0  is on top of a sinkbasin_0 , has on top Mug, SoapBottle, Pot, PepperShaker, Microwave, Faucet, Apple, SaltShaker, Tomato; ', 'mug_0  is on top of a countertop_0 ; ', 'apple_0  is on top of a countertop_0 ; ', 'peppershaker_0  is on top of a countertop_0 ; ', 'faucet_0  is on top of a countertop_0 ; ', 'pot_1 is PickedUp,   ; ']",pot_1,"[{'command': 'Pick_up(pot_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(pot_1,sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)', 'Pick_up(pot_1)', 'Pour(pot_1,sinkbasin_0)', 'Place(pot_1,countertop_0)']","the user refers to the pot I am  holding. To clean the pot, put it in the sink turn the water on, then empty it",clean it in the sink
38,1c977f9a4b56548f_9d4b,635,20250703-094821,20250703-094845,Command,IN_CONTEXT_AFTER_SUCCESS,['cup_0'],"['cup_0 is FilledWithLiquid,  is PickedUp,   ; ']",cup_0,"[{'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(cup_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(cup_0, countertop_0)', 'Pick_up(cup_1)', ' Place(cup_1, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(cup_1)', 'Place(cup_1, countertop_0)']",put away cup_0 and get a different cup cup_1 and  do all not attempted steps in the old plan replacing cup_0 with cup_1,find another cup
39,1c977f9a4b56548f_9d4b,639,20250703-095101,20250703-095133,Command,IN_CONTEXT_AFTER_SUCCESS,['mug_0'],"['mug_0 is Dirty,  is PickedUp,   ; ']",mug_0,"[{'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(mug_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(mug_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)', 'Pick_up(mug_0)', 'Place(mug_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(mug_0)', 'Place(mug_0, countertop_0)']",I will clean the mug I am holding and  do all not attempted steps in the old plan,clean the mug first
40,1c977f9a4b56548f_9d4b,641,20250703-095101,20250703-095410,Command,IN_CONTEXT_AFTER_SUCCESS,"['mug_0', 'sinkbasin_0']","['mug_0 is Dirty,   is on top of a Sink ; ', 'sinkbasin_0  , has inside SprayBottle, PepperShaker; ']",,"[{'command': 'Place(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Pick_up(spraybottle_0)', 'Place(spraybottle_0, countertop_0)', 'Pick_up(peppershaker_0)', 'Place(peppershaker_0, countertop_0)', 'Pick_up(mug_0)', 'Place(mug_0,sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)', 'Pick_up(mug_0)', 'Place(mug_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(mug_0)', 'Place(mug_0, countertop_0)']",I will move all objects out of the sink and  do all not attempted steps in the old plan,empty the sink first
41,1c977f9a4b56548f_9d4b,653,20250704-093429,20250704-093451,Command,IN_CONTEXT_AFTER_SUCCESS,['cup_0'],"['cup_0 is FilledWithLiquid,  is PickedUp,   ; ']",cup_0,"[{'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(cup_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(cup_0, countertop_0)', 'Pick_up(cup_1)', 'Place(cup_1, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(cup_1)', 'Place(cup_1, countertop_0)']",I will put down the cup I am holding. Pick up another cup and  do all not attempted steps in the old plan using cup_1 instead of cup_0,"not that one, pickup another cup"
42,1c977f9a4b56548f_9d4b,669,20250704-093923,20250704-093943,Command,IN_CONTEXT_AFTER_SUCCESS,['cup_0'],"['cup_0 is FilledWithLiquid,  is PickedUp,   ; ']",cup_0,"[{'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(cup_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(cup_0, countertop_0)', 'Pick_up(cup_1)', 'Place(cup_1, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(cup_1)', 'Place(cup_1, countertop_0)']",I will put down the cup I am holding. Pick up another cup and  do all not attempted steps in the old plan using cup_1 instead of cup_0,use another cup
43,1c977f9a4b56548f_9d4b,684,20250704-103200,20250704-103346,Command,IN_CONTEXT_AFTER_SUCCESS,['mug_0'],"['mug_0 is Dirty,  is PickedUp,   ; ']",mug_0,"[{'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(mug_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(mug_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(mug_0)', 'Place(mug_0, countertop_0)', 'Place(mug_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(mug_0)', 'Place(mug_0, countertop_0)']",I will wash the mug and  do all not attempted steps in the old plan,Can you clean the mug first
44,1c977f9a4b56548f_9d4b,686,20250704-103200,20250704-103821,Command,IN_CONTEXT_AFTER_SUCCESS,"['mug_0', 'sinkbasin_0']","['mug_0 is Dirty,   is on top of a Sink ; ', 'sinkbasin_0  , has inside SprayBottle, PepperShaker; ']",,"[{'command': 'Place(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pour(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Pick_up(spraybottle_0)', 'Place(spraybottle_0, countertop_0)', 'Pick_up(peppershaker_0)', 'Place(peppershaker_0, countertop_0)', 'Pick_up(mug_0)', 'Place(mug_0,sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)', 'Pour(mug_0, sinkbasin_0)', 'Place(mug_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(mug_0)', 'Place(cup_0, countertop_0)']",I will move all objects out of the sink and  do all not attempted steps in the old plan,Empty the sink first
45,1c977f9a4b56548f_9d4b,688,20250704-103200,20250704-110332,Command,IN_CONTEXT_AFTER_FAILED,"['mug_0', 'peppershaker_0', 'spraybottle_0', 'sinkbasin_0', 'countertop_0']","['mug_0 is Dirty,   is on top of a Sink ; ', 'sinkbasin_0  , has inside PepperShaker; ', 'spraybottle_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top SprayBottle, Plate, SaltShaker, Ladle, Bottle, CoffeeMachine, Kettle, Sink, Spatula, Spoon, ButterKnife, Lettuce; ', 'peppershaker_0  is inside a Cabinet ; ']",,"[{'command': 'Pick_up(spraybottle_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(spraybottle_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(peppershaker_0)', 'status': 'SubgoalStatus.FAILED'}, {'command': 'Place(peppershaker_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pour(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Pick_up(peppershaker_1)', 'Place(peppershaker_1, countertop_0)', ' Place(mug_0,sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)', 'Pour(mug_0,sinkbasin_0)', 'Place(mug_0,coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(mug_0)', 'Place(cup_0, countertop_0)']",Replace peppershaker_0 with peppershaker_1 in the old plan. Do the not-attempted steps of the old plan. ,i am referring to the peppershaker in the sink
46,1c977f9a4b56548f_9d4b,694,20250704-110911,20250704-110958,Command,IN_CONTEXT_AFTER_SUCCESS,['mug_0'],"['mug_0 is Dirty,  is PickedUp,   ; ']",mug_0,"[{'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(mug_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(mug_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)', 'Pick_up(mug_0)', 'Place(mug_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(mug_0)', 'Place(mug_0, countertop_0)']",I will clean the mug I am holding and  do all not attempted steps in the old plan,can you please clean the mug first
47,1c977f9a4b56548f_9d4b,696,20250704-110911,20250704-111237,Command,IN_CONTEXT_AFTER_SUCCESS,"['mug_0', 'sinkbasin_0']","['mug_0 is Dirty,   is on top of a Sink ; ', 'sinkbasin_0  , has inside SprayBottle, PepperShaker; ']",,"[{'command': 'Place(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pour(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Pick_up(spraybottle_0)', 'Place(spraybottle_0, countertop_0)', 'Pick_up(peppershaker_0)', 'Place(peppershaker_0, countertop_0)', 'Pick_up(mug_0)', 'Place(mug_0,sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)', 'Pick_up(mug_0)', 'Pour(mug_0, sinkbasin_0)', 'Place(mug_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(mug_0)', 'Place(cup_0, countertop_0)']",I will move all objects out of the sink and  do all not attempted steps in the old plan,empty the sink first
48,1c977f9a4b56548f_9d4b,699,20250704-110911,20250704-111504,Command,IN_CONTEXT_AFTER_SUCCESS,"['mug_0', 'peppershaker_0', 'spraybottle_0', 'sinkbasin_0', 'peppershaker_1', 'countertop_0']","['mug_0 is Dirty,   is on top of a Sink ; ', 'sinkbasin_0  ; ', 'spraybottle_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top SprayBottle, Plate, SaltShaker, Ladle, Bottle, CoffeeMachine, Kettle, PepperShaker, Sink, Spatula, Spoon, ButterKnife, Lettuce; ', 'peppershaker_0  is inside a Cabinet ; ', 'peppershaker_1  is on top of a countertop_0 ; ']",,"[{'command': 'Pick_up(peppershaker_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(peppershaker_1, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pour(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Pick_up(mug_0)', 'Place(mug_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)', 'Pick_up(mug_0)', 'Pour(mug_0, sinkbasin_0)', 'Place(mug_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(mug_0)', 'Place(cup_0, countertop_0)']",I will pick up mug_0 and  do all not attempted steps in the old plan,Pikcup the mug first
