game,uid,id,game_start,utt_time,context,utt,old_plan,new_plan,new_plan_correction,anno,int_type,anno_explain,anno_manual_plan_correction,anno_needs_dlg,anno_couldbesolved_by_reasoning,notes
458d075d168379d0_98ef,A1.1,203,20250625-164924,20250625-170601,"{'oids': ['cup_0', 'countertop_0', 'mug_0', 'cabinet_0', 'cabinet_1'], 'summary': ['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Knife, Mug, Pan, DishSponge, Cup, Toaster, Bread, SoapBottle, ButterKnife, Faucet, Faucet, Knife; ', 'mug_0 is FilledWithLiquid,  is Dirty,   is inside a Cabinet ; ', 'cabinet_0  , has inside Bread; ', 'cabinet_1  ; '], 'holding': None, 'visual': 'DishSponge; SoapBottle; Cabinet; Cabinet; Drawer; Cabinet; Cabinet; Cabinet; Cabinet; CounterTop; Cabinet; Cabinet; Floor; Bread; Fridge; Cup; Pan; Toaster; Mug'}",get a mug from the cabinet,"[{'command': 'Find(cabinet_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Open(cabinet_0)', 'Pick_up(mug_0)']",Find(cabinet_2),user,IN_CONTEXT_AFTER_FINAL_SUCCESS,,UNCLEAR,,,
458d075d168379d0_98ef,A1.1,210,20250625-164924,20250625-170934,"{'oids': ['cup_0', 'countertop_0', 'mug_0', 'cabinet_0', 'cabinet_1', 'cabinet_2', 'cabinet_3', 'cabinet_4', 'mug_1'], 'summary': ['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Knife, Pan, DishSponge, Cup, Toaster, Bread, SoapBottle, ButterKnife, Faucet, Faucet, Knife; ', 'mug_0 is FilledWithLiquid,  is Dirty,   is inside a Cabinet ; ', 'cabinet_0  , has inside Bread; ', 'cabinet_1  ; ', 'cabinet_2  , has inside Tomato; ', 'cabinet_3  , has inside SaltShaker, Tomato; ', 'cabinet_4  ; ', 'mug_1 is FilledWithLiquid,  is Dirty,  is PickedUp,   ; '], 'holding': 'mug_1', 'visual': 'Knife; ButterKnife; Cup; Cabinet; Cabinet; Cabinet; Sink; Drawer; Cabinet; CounterTop; Cabinet; Microwave; Bread; Cup; SinkBasin; Pan; Knife; Toaster; Mug; Faucet; Faucet'}",its not clean,"[{'command': 'Pick_up(mug_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(mug_1, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(mug_1)']","Place(mug_1, sinkbasin_0);Toggle_on(faucet_0);Toggle_off(faucet_0);Pick_up(mug_1)",user,IN_CONTEXT_AFTER_FINAL_SUCCESS,the user refers to the mug I am holding. I will wash it,OK,,,
458d075d168379d0_98ef,A1.1,224,20250625-164924,20250625-171719,"{'oids': ['cup_0', 'countertop_0', 'mug_0', 'cabinet_0', 'cabinet_1', 'cabinet_2', 'cabinet_3', 'cabinet_4', 'mug_1', 'sinkbasin_0', 'faucet_0', 'coffeemachine_0', 'apple_0', 'fridge_0', 'diningtable_0', 'knife_0'], 'summary': ['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Knife, Pan, DishSponge, Cup, Toaster, Bread, SoapBottle, ButterKnife, Faucet, Knife, Faucet; ', 'mug_0 is FilledWithLiquid,  is Dirty,   is inside a Cabinet ; ', 'cabinet_0  , has inside Bread; ', 'cabinet_1  ; ', 'cabinet_2  , has inside Tomato; ', 'cabinet_3  , has inside SaltShaker, Tomato; ', 'cabinet_4  ; ', 'mug_1 is FilledWithLiquid,   is on top of a CounterTop and on top of a coffeemachine_0 ; ', 'sinkbasin_0  , has inside Cup; ', 'faucet_0  is on top of a countertop_0 ; ', 'coffeemachine_0 is Toggled,   is on top of a CounterTop , has on top Mug; ', 'apple_0  is on top of a diningtable_0 ; ', 'fridge_0 is Open,   is on top of a Floor , has inside SoapBottle, Tomato, Apple, Lettuce, Bowl, Apple, Knife, SoapBottle, Spoon, Potato, DishSponge; ', 'diningtable_0  is on top of a Floor , has on top Tomato, Mug, SaltShaker, SoapBottle, Apple, ButterKnife, SoapBottle, ButterKnife, Spatula, ButterKnife, Tomato, Tomato, Spoon, Lettuce, Egg, ButterKnife; ', 'knife_0 is PickedUp,   ; '], 'holding': 'knife_0', 'visual': 'Apple; ButterKnife; SaltShaker; Egg; ButterKnife; SoapBottle; Tomato; Spoon; Tomato; Mug; Tomato; ButterKnife; Knife; SoapBottle; Lettuce; ButterKnife; Floor; Window; Spatula; DiningTable'}",use the knife from the fridge,"[{'command': 'Place(apple_0, diningtable_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(knife_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Slice(apple_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(knife_0, diningtable_0)', 'Go_to(fridge_0)', 'Pick_up(knife_1)']","Place(knife_0, diningtable_0);Go_to(fridge_0);Open(fridge_0);Pick_up(knife_1)",user,IN_CONTEXT_AFTER_SUCCESS,"the user wants me to use a different knife, which is located in the fridge. I will go to the fridge, get the knife, and  do all not attempted steps in the old plan","['Place(knife_0, diningtable_0)', 'Go_to(fridge_0)','Open(fridge_0)','Pick_up(knife_1)','CONTINUE_NA']",YES,,"If the task was known, could have continued with the task"
1c977f9a4b56548f_9d4b,A1.1,242,20250626-161328,20250626-161751,"{'oids': ['coffeemachine_0', 'mug_0', 'sinkbasin_0'], 'summary': ['coffeemachine_0 is Toggled,   is on top of a CounterTop ; ', 'mug_0 is Dirty,   is on top of a Sink ; ', 'sinkbasin_0  , has inside SprayBottle, PepperShaker; '], 'holding': None, 'visual': 'Spatula; SaltShaker; Lettuce; Fork; Sink; Cabinet; Cabinet; Cabinet; Cabinet; Cabinet; StoveBurner; Cabinet; Drawer; CounterTop; StoveBurner; Drawer; Drawer; StoveBurner; StoveKnob; StoveKnob; Plate; Kettle; SprayBottle; Pan; SinkBasin; ButterKnife; PepperShaker; Spoon; Mug; Faucet'}",lets get the objects out of the sink,[],"['Pick_up(mug_0)', 'Place(mug_0, countertop_0)', 'Pick_up(spraybottle_0)', 'Place(spraybottle_0, countertop_0)', 'Pick_up(peppershaker_0)', 'Place(peppershaker_0, countertop_0)']","Pick_up(spraybottle_0);Place(spraybottle_0, countertop_0);Pick_up(peppershaker_0);Place(peppershaker_0, countertop_0)",user,NO_CONTEXT,"take all objects that are in the sink out, placing them on the countertop",OK,,,
1c977f9a4b56548f_9d4b,A1.1,249,20250626-161328,20250626-162622,"{'oids': ['coffeemachine_0', 'mug_0', 'sinkbasin_0', 'spraybottle_0', 'countertop_0', 'peppershaker_0', 'peppershaker_1'], 'summary': ['coffeemachine_0 is Toggled,   is on top of a countertop_0 ; ', 'mug_0 is Dirty,  is PickedUp,   ; ', 'sinkbasin_0  ; ', 'spraybottle_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top PepperShaker, SprayBottle, Plate, SaltShaker, Ladle, Bottle, CoffeeMachine, Kettle, Sink, Spatula, Spoon, ButterKnife, Lettuce; ', 'peppershaker_0  is inside a Cabinet ; ', 'peppershaker_1  is on top of a countertop_0 ; '], 'holding': 'mug_0', 'visual': 'Spatula; Lettuce; Fork; Sink; Cabinet; Cabinet; Cabinet; Cabinet; Cabinet; Cabinet; Cabinet; Cabinet; Drawer; CounterTop; Drawer; Bottle; CoffeeMachine; Plate; Kettle; SinkBasin; ButterKnife; Spoon; Mug; Faucet'}",wash it first,"[{'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(mug_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(mug_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(mug_0)']","Place(mug_0, sinkbasin_0);Toggle_on(faucet_0);Pick_up(mug_0);Place(mug_0, coffeemachine_0);Toggle_on(coffeemachine_0);Toggle_off(coffeemachine_0);Pick_up(mug_0);Place(mug_0, countertop_0)",user,IN_CONTEXT_AFTER_SUCCESS,wash the mug and  do all not attempted steps in the old plan,"['Place(mug_0, sinkbasin_0)','Toggle_on(faucet_0)','Pick_up(mug_0)','CONTINUE_NA']",,,
1c977f9a4b56548f_9d4b,A1.1,251,20250626-161328,20250626-162732,"{'oids': ['coffeemachine_0', 'mug_0', 'sinkbasin_0', 'spraybottle_0', 'countertop_0', 'peppershaker_0', 'peppershaker_1', 'faucet_0'], 'summary': ['coffeemachine_0 is Toggled,   is on top of a countertop_0 ; ', 'mug_0 is FilledWithLiquid,  is PickedUp,   ; ', 'sinkbasin_0  ; ', 'spraybottle_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top PepperShaker, SprayBottle, Plate, SaltShaker, Ladle, Bottle, CoffeeMachine, Kettle, Sink, Spatula, Spoon, ButterKnife, Lettuce; ', 'peppershaker_0  is inside a Cabinet ; ', 'peppershaker_1  is on top of a countertop_0 ; ', 'faucet_0 is Toggled,   ; '], 'holding': 'mug_0', 'visual': 'Spatula; Lettuce; Fork; Sink; Cabinet; Cabinet; Cabinet; Cabinet; Cabinet; Cabinet; StoveBurner; Cabinet; Drawer; CounterTop; Drawer; Drawer; StoveKnob; CoffeeMachine; Plate; Kettle; Bowl; SinkBasin; ButterKnife; Spoon; Mug; Faucet'}",empty it first and turn off the water,"[{'command': 'Place(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(mug_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Pour(mug_0, sinkbasin_0)', 'Toggle_off(faucet_0)']","Pour(mug_0, sinkbasin_0);Toggle_off(faucet_0);Place(mug_0, coffeemachine_0);Toggle_on(coffeemachine_0);Toggle_off(coffeemachine_0);Pick_up(mug_0);Place(mug_0, countertop_0)",user,IN_CONTEXT_AFTER_SUCCESS,wash the mug (faucet is already on) and  do all not attempted steps in the old plan,"['Pour(mug_0, sinkbasin_0)','Toggle_off(faucet_0)', 'CONTINUE_NA'] ",,,
8bae25f8140ae442_17e6,A1.1,272,20250627-151115,20250627-151133,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Kettle; WineBottle; Floor; Knife; Pot; Kettle; Window; PepperShaker; Mug; Blinds; Stool; DiningTable'}",you have to open the cupboard,"[{'command': 'Pick_up(potato_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(potato_0, cabinet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(potato_1)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(potato_1, cabinet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Go_to(cabinet_0)', 'Open(cabinet_0)']","Pick_up(potato_0);Open(cabinet_0);Place(potato_0,cabinet_0)",user,IN_CONTEXT_BEFORE_INITIAL,the cabinet_0 where I am placing the potatoes is closed. I need to open it before placing ,"['Pick_up(potato_0)','Open(cabinet_0)','Place(potato_0,cabinet_0)','Pick_up(potato_1)','Place(potato_1,cabinet_0)']",,,the order could be changed
4b35d68889ce50b9_991a,A1.1,289,20250627-160151,20250627-161118,"{'oids': ['knife_0', 'bread_0', 'breadsliced_0', 'diningtable_0', 'toaster_0'], 'summary': ['knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'breadsliced_0  is on top of a toaster_0 ; ', 'diningtable_0  is on top of a Floor , has on top Bread, Bread, Bread, Bread, Bread, Bread, Pot, Fork, Mug, Tomato, Bowl, Knife, Egg, Plate, ButterKnife, Cup, Potato; ', 'toaster_0  is on top of a CounterTop , has on top Bread; '], 'holding': None, 'visual': 'BreadSliced; Spatula; Cabinet; Cabinet; Cabinet; Cabinet; Cabinet; Sink; CounterTop; SoapBottle; Toaster; Ladle; Spatula; CoffeeMachine; SinkBasin; DishSponge; Spoon; Faucet'}",proceed with toasting the slice,[],['Toggle_on(toaster_0)'],"Toggle_on(toaster_0);Toggle_off(toaster_0);Pick_up(breadslice_0);Place(breadslice_0,plate_0)",user,NO_CONTEXT,the bread is inside the toaster. I will turn the toaster on and off,OK,,,
d667029c5f9d5a39_2585,A1.1,311,20250627-163013,20250627-163013,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Bathtub; Floor; Sink; SinkBasin; Faucet'}",lsts wash the cloths,[],"['Pick_up(laundryhamper_0)', 'Place(laundryhamper_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(dishsponge_0)', 'Place(dishsponge_0, sinkbasin_0)', 'Pick_up(laundryhamper_0)', 'Place(laundryhamper_0, countertop_0)']",Find(cloth_0),user,NO_CONTEXT,,UNCLEAR,,,
d667029c5f9d5a39_2585,A1.1,317,20250627-163013,20250627-163403,"{'oids': ['cloth_0'], 'summary': ['cloth_0 is Dirty,  is PickedUp,   ; '], 'holding': 'cloth_0', 'visual': 'Cloth; Cloth; Bathtub; Floor; ShowerGlass; Drawer; Mirror; CounterTop; Drawer; Drawer; Drawer; HandTowel; SoapBottle; TissueBox; HandTowelHolder; Cloth; Footstool'}",lets wash cloths in the bathtub,[],"['Place(cloth_0, bathtubbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(cloth_0)', 'Pour(cloth_0, bathtubbasin_0)', 'Place(cloth_0, bathtubbasin_0)', 'Toggle_off(faucet_0)']","Place(cloth_0, bathtub_0);Pick_up(cloth_1);Place(cloth_1;bathtub_0)",user,NO_CONTEXT,I will put both cloths in the bathtub and turn on the water,"['Place(cloth_0, bathtub_0)','Pick_up(cloth_1)','Place(cloth_1, bathtub_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)']",,,
1c977f9a4b56548f_9d4b,A1.1,332,20250627-165546,20250627-165614,"{'oids': ['cup_0'], 'summary': ['cup_0 is FilledWithLiquid,  is PickedUp,   ; '], 'holding': 'cup_0', 'visual': 'Cup; Cabinet; Drawer; StoveBurner; CounterTop; Floor; StoveBurner; Cabinet; Drawer; Cabinet; StoveBurner; StoveBurner; StoveKnob; StoveKnob; StoveKnob; StoveKnob; Spatula; Toaster'}","oh, no not this one. maybe a mug","[{'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(cup_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(cup_0, countertop_0)', 'Pick_up(mug_0)']","Place(cup_0, countertop_0);Pick_up(mug_0);Place(cup_0, coffeemachine_0);Toggle_on(coffeemachine_0);Toggle_off(coffeemachine_0);Pick_up(cup_0);Place(cup_0, countertop_0)",user,IN_CONTEXT_AFTER_SUCCESS,Put away cup 0; pick up mug_0 and  do all not attempted steps in the old plan using mug_0 instead,"['Place(cup_0, countertop_0)','Pick_up(mug_0)','Place(mug_0, coffeemachine_0)','Toggle_on(coffeemachine_0)','Toggle_off(coffeemachine_0)','Pick_up(mug_0)','Place(mug_0, countertop_0)']",,,
1c977f9a4b56548f_9d4b,A1.1,336,20250627-165546,20250627-165957,"{'oids': ['cup_0', 'countertop_0', 'mug_0', 'sinkbasin_0'], 'summary': ['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Spatula, Cup, Toaster; ', 'mug_0 is Dirty,   is on top of a Sink ; ', 'sinkbasin_0  , has inside SprayBottle, PepperShaker; '], 'holding': None, 'visual': 'Spatula; SaltShaker; Lettuce; Fork; Sink; Cabinet; Cabinet; Cabinet; Cabinet; Cabinet; StoveBurner; Cabinet; Drawer; CounterTop; StoveBurner; Drawer; Drawer; StoveBurner; StoveKnob; StoveKnob; Plate; Kettle; SprayBottle; Pan; SinkBasin; ButterKnife; PepperShaker; Spoon; Mug; Faucet'}",clear the sink first and then wash the mug,"[{'command': 'Place(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Pick_up(spraybottle_0)', 'Place(spraybottle_0, countertop_0)', 'Pick_up(peppershaker_0)', 'Place(peppershaker_0, countertop_0)', 'Pick_up(mug_0)', 'Place(mug_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(mug_0)']","Pick_up(spraybottle_0);Place(spraybottle_0, countertop_0);Pick_up(peppershaker_0);Place(peppershaker_0, countertop_0);Pick_up(mug_0);Place(mug_0, sinkbasin_0);Toggle_on(faucet_0);Pick_up(mug_0);Place(mug_0,coffeemachine_0)",user,IN_CONTEXT_AFTER_SUCCESS,"take all objects out of the sinkbasin, then place the mug into the sinkbasin to wash and continue making coffee",OK,YES,,requires knowledge of the task (make coffee)
cff3f445ee91e6a7_ecab,A1.1,345,20250701-155041,20250701-155349,"{'oids': ['potato_0', 'cabinet_0'], 'summary': ['potato_0 is PickedUp,   ; ', 'cabinet_0  ; '], 'holding': 'potato_0', 'visual': 'Potato; Fork; Plate; SoapBottle; Cabinet; Cabinet; Sink; CounterTop; Drawer; Drawer; Cabinet; Drawer; Cabinet; Floor; Cabinet; Microwave; Fridge'}",open it,"[{'command': 'Place(potato_0, cabinet_0)', 'status': 'SubgoalStatus.FAILED'}]","['Place(potato_0, cabinet_0)', 'Open(cabinet_0)']","Open(Cabinet_0);Place(potato_0,cabinet_0)",user,IN_CONTEXT_AFTER_FINAL_FAILED,open the cabinet and place the potato in it,OK,,,
140100bb94c405d9_6347,A1.1,407,20250702-101824,20250702-102138,"{'oids': ['tomato_0', 'countertop_0', 'knife_0', 'fridge_0'], 'summary': ['tomato_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top PaperTowelRoll, Bowl, Lettuce, Cup, Statue, Vase, Bowl, Lettuce, Lettuce, Statue, Statue, Fork, CreditCard, Tomato, Pot; ', 'knife_0 is PickedUp,   ; ', 'fridge_0 is Open,   is on top of a Floor , has inside Book, PepperShaker, Mug, SaltShaker, Bowl, CreditCard, Fork, Fork, Plate, Knife, SaltShaker; '], 'holding': 'knife_0', 'visual': 'Bowl; PaperTowelRoll; Statue; Bowl; Lettuce; Lettuce; CounterTop; Floor; Knife; Vase; Lettuce'}",try another tomato,"[{'command': 'Go_to(tomato_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(knife_0, countertop_0)', 'Pick_up(tomato_1)']",Go_to(tomato_1),user,IN_CONTEXT_AFTER_FINAL_SUCCESS,user means to try to go to a different tomato,OK,YES,,
140100bb94c405d9_6347,A1.1,413,20250702-101824,20250702-102336,"{'oids': ['tomato_0', 'countertop_0', 'knife_0', 'fridge_0', 'tomato_1', 'microwave_0'], 'summary': ['tomato_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top PaperTowelRoll, Bowl, Lettuce, Cup, Statue, Vase, Statue, Lettuce, Knife, Lettuce, Bowl, Statue, Fork, CreditCard, Tomato, Pot; ', 'knife_0  is on top of a countertop_0 ; ', 'fridge_0  is on top of a Floor , has inside Book, PepperShaker, Mug, Bowl, Fork, SaltShaker, CreditCard, Plate, Fork, Knife, SaltShaker; ', 'tomato_1  is on top of a microwave_0 ; ', 'microwave_0 is Toggled,   , has inside Spatula, Tomato, PepperShaker; '], 'holding': None, 'visual': 'Bottle; Drawer; Cabinet; CounterTop; Toaster; GarbageCan; Fridge'}",get the tomato from microwave,"[{'command': 'Close(fridge_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Open(microwave_0)', 'Pick_up(tomato_2)']",Open(microwave_0);Pick_up(tomato_1),user,IN_CONTEXT_AFTER_FINAL_SUCCESS,"tomato_1 is in the microwave, I will open the microwave and pick it up",OK,,,"this may be confusing for the model because the state says that tomato is on top of microwave, so it reasons that to get a different tomato"
a271344397d0507c_5376,A2,576,20250703-090542,20250703-091156,"{'oids': ['knife_0', 'bread_0', 'countertop_0', 'breadsliced_0', 'toaster_0', 'plate_0', 'sinkbasin_0', 'countertop_1'], 'summary': ['knife_0  is on top of a countertop_0 ; ', 'bread_0  ; ', 'countertop_0  , has on top Bowl, Cup, Knife, Bowl, Tomato, Bread, WineBottle, WineBottle; ', 'breadsliced_0 is Cooked,   is on top of a countertop_1 and on top of a toaster_0 ; ', 'toaster_0 is Toggled,   is on top of a countertop_1 , has on top Bread; ', 'plate_0 is Dirty,   is on top of a countertop_1 , has on top Apple; ', 'sinkbasin_0  , has inside Spatula, ButterKnife, SaltShaker; ', 'countertop_1  , has on top Potato, Mug, DishSponge, CoffeeMachine, Pan, Apple, Lettuce, Toaster, Bread, Tomato, Plate, Fork, SoapBottle, SaltShaker; '], 'holding': None, 'visual': 'BreadSliced; SaltShaker; SoapBottle; Fork; Tomato; Apple; Lettuce; ButterKnife; CounterTop; Sink; Plate; Toaster; Spatula; SinkBasin; SaltShaker; Faucet'}",bring another plate,"[{'command': 'Place(plate_0, countertop_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Pick_up(plate_1)'],"Pick_up(plate_1);Place(plate_1,countertop_1)",user,IN_CONTEXT_AFTER_FINAL_SUCCESS,I will bring another plate to the same countertop,OK,,,
a271344397d0507c_5376,A2,578,20250703-090542,20250703-091412,"{'oids': ['knife_0', 'bread_0', 'countertop_0', 'breadsliced_0', 'toaster_0', 'plate_0', 'sinkbasin_0', 'countertop_1', 'plate_1'], 'summary': ['knife_0  is on top of a countertop_0 ; ', 'bread_0  ; ', 'countertop_0  , has on top Bowl, WineBottle, Cup, Bowl, Knife, Tomato, Bread, WineBottle; ', 'breadsliced_0 is Cooked,   is on top of a countertop_1 and on top of a toaster_0 ; ', 'toaster_0 is Toggled,   is on top of a countertop_1 , has on top Bread; ', 'plate_0 is Dirty,   is on top of a countertop_1 , has on top Apple; ', 'sinkbasin_0  , has inside Spatula, ButterKnife, SaltShaker; ', 'countertop_1  , has on top Apple, Potato, DishSponge, Mug, CoffeeMachine, Pan, Plate, Lettuce, Toaster, Bread, Plate, Tomato, Fork, SoapBottle, SaltShaker; ', 'plate_1  is on top of a countertop_1 , has on top Apple; '], 'holding': None, 'visual': 'BreadSliced; SaltShaker; SoapBottle; Plate; Tomato; Apple; DishSponge; Lettuce; ButterKnife; CounterTop; Sink; Cabinet; Drawer; Cabinet; Cabinet; Cabinet; Cabinet; Potato; Plate; Toaster; Spatula; SinkBasin; SaltShaker; Faucet'}",place the toast in the plate,"[{'command': 'Pick_up(plate_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(plate_1, countertop_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(breadsliced_0)', 'Place(breadsliced_0, plate_0)']","Pick_up(breadsliced_0);Place(breadsliced_0,plate_1)",user,IN_CONTEXT_AFTER_FINAL_SUCCESS,the user refers to plate_1 which I just moved,OK,,,
66fecce3c339dad8_84ba,A2,622,20250703-093105,20250703-093735,"{'oids': ['pot_0', 'sinkbasin_0', 'countertop_0', 'mug_0', 'apple_0', 'peppershaker_0', 'faucet_0', 'pot_1'], 'summary': ['pot_0  is on top of a countertop_0 ; ', 'sinkbasin_0  , has inside CounterTop; ', 'countertop_0  is on top of a sinkbasin_0 , has on top Mug, SoapBottle, Pot, PepperShaker, Microwave, Faucet, Apple, SaltShaker, Tomato; ', 'mug_0  is on top of a countertop_0 ; ', 'apple_0  is on top of a countertop_0 ; ', 'peppershaker_0  is on top of a countertop_0 ; ', 'faucet_0  is on top of a countertop_0 ; ', 'pot_1 is PickedUp,   ; '], 'holding': 'pot_1', 'visual': 'StoveBurner; Floor; StoveKnob; StoveKnob; StoveKnob; StoveKnob; Toaster; Pan; Pot; DiningTable'}",clean it in the sink,"[{'command': 'Pick_up(pot_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(pot_1, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(pot_1)']","Place(pot_1,sinkbasin_0);Toggle_on(faucet_0);Toggle_off(faucet_0);Pick_up(pot_1);Pour(pot_1,sinkbasin_0);Place(pot_1,countertop_0)",user,IN_CONTEXT_AFTER_FINAL_SUCCESS,"the user refers to the pot I am  holding. To clean the pot, put it in the sink turn the water on, then empty it",OK,,,sequence of actions for cleaning
